TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_III_VL_PASSIVO;TAB_III_A_VL_PAGAR;TAB_III_A1_VL_CPRAZO;TAB_III_A2_VL_LPRAZO;TAB_III_B_VL_POSICAO_DERIV;TAB_III_B1_VL_TERMO;TAB_III_B2_VL_OPCAO;TAB_III_B3_VL_FUTURO;TAB_III_B4_VL_SWAP_PAGAR
Classe;29.720.595/0001-31;DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA;2025-06-30;24035621.60;24035621.60;24035621.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.720.600/0001-06;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXUS;2025-06-30;55675.15;55675.15;55675.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.720.639/0001-23;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS JPM III;2025-06-30;2790224.08;2790224.08;2790224.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.746.371/0001-07;STEP-UP X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;97365.10;97365.10;97365.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.746.406/0001-08;STEP-UP VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;8181408.32;8181408.32;8181408.32;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.786.909/0001-07;LANCIA! FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;164150.29;164150.29;164150.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.800.237/0001-39;ROOT GENERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;67054.68;67054.68;67054.68;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.828.733/0001-09;C6 BANK TV1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;16801990.96;16801990.96;16801990.96;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.828.802/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ASAAS - RESPONSABILIDADE LIMITADA;2025-06-30;525401.83;525401.83;525401.83;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.883.183/0001-12;SIRIUS FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA;2025-06-30;730260.35;730260.35;0.00;730260.35;0.00;0.00;0.00;0.00;0.00
Classe;29.953.928/0001-72;META FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;1282120.90;1282120.90;1282120.76;0.14;0.00;0.00;0.00;0.00;0.00
Classe;29.957.532/0001-01;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT;2025-06-30;5006454.07;5006454.07;5006454.05;0.02;0.00;0.00;0.00;0.00;0.00
Classe;29.969.815/0001-65;ALAMIN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;216646.72;216646.72;216646.47;0.25;0.00;0.00;0.00;0.00;0.00
Classe;29.970.181/0001-60;LINK BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;3665760.60;3665760.60;3665760.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.970.251/0001-80;SOLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2025-06-30;3484048.92;3484048.92;3484048.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;29.986.319/0001-10;KINEA VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO RESPONSABILIDADE LIMITADA;2025-06-30;120990.89;120990.89;120990.89;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.035.329/0001-59;VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;133368.03;133368.03;133368.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.127.068/0001-05;ELDORADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;1178519.95;1178519.95;1176583.77;1936.18;0.00;0.00;0.00;0.00;0.00
Classe;30.142.432/0001-06;IPÊ - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;42671.41;42671.41;42671.41;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.143.979/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE;2025-06-30;56949.44;56949.44;56949.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.052/0001-00;DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS;2025-06-30;11674.54;11674.54;11674.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.066/0001-16;CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;73398.72;73398.72;73398.72;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.144.093/0001-99;UTILITY CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1574321.27;1574321.27;1574321.27;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.177.946/0001-99;CPV PS DUPLICATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;272531.42;272531.42;272531.42;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.178.001/0001-91;MARFIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;108337.19;108337.19;108337.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.283.448/0001-20;FATOR INNOVATION FIAGRO;2025-06-30;64604.45;64604.45;64604.44;0.01;0.00;0.00;0.00;0.00;0.00
Classe;30.283.468/0001-00;CANAL 26 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;346987.35;346987.35;346198.51;788.84;0.00;0.00;0.00;0.00;0.00
Classe;30.283.991/0001-28;ZEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;227117.16;227117.16;226328.32;788.84;0.00;0.00;0.00;0.00;0.00
Classe;30.284.028/0001-69;ATF I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1545514.20;1545514.20;1545513.65;0.55;0.00;0.00;0.00;0.00;0.00
Classe;30.332.581/0001-20;QUATA ARCEL NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS;2025-06-30;100820.13;100820.13;99225.52;1594.61;0.00;0.00;0.00;0.00;0.00
Classe;30.332.628/0001-55;CORTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;20091.56;20091.56;20091.56;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.120/0001-78;FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS VCK CONSIGNADOS - RESPONSABILIDADE LIMITADA;2025-06-30;410622.28;410622.28;410622.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.150/0001-84;SB CRÉDITO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;316149.43;316149.43;315989.40;160.03;0.00;0.00;0.00;0.00;0.00
Classe;30.366.204/0001-01;ITAPEVA XI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;34001715.26;34001715.26;34001715.26;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.366.229/0001-05;ITAPEVA XII MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;19871564.30;19871564.30;19871564.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.801/0001-32;CLAIMS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;829424.81;829424.81;829424.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.918/0001-16;FRADE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;18706.33;18706.33;18706.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.418.951/0001-46;XPCE SPECIAL SITUATIONS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;59777.88;59777.88;59777.88;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.492.529/0001-30;FIAGRO COOPERCITRUS - RESPONSABILIDADE LIMITADA;2025-06-30;1727754.91;1727754.91;0.00;1727754.91;0.00;0.00;0.00;0.00;0.00
Classe;30.576.238/0001-20;FLORES DO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;29233.35;29233.35;29233.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.576.260/0001-70;ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;414983.12;414983.12;414983.12;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.590.978/0001-11;AUTOMOTIVO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2.52;2.52;0.00;2.52;0.00;0.00;0.00;0.00;0.00
Classe;30.591.284/0001-07;MOLEIRO CONSIGNADO FIDC FINANCEIROS DE RESPONSABILIDADE LIMITADA;2025-06-30;977222.69;977222.69;0.00;977222.69;0.00;0.00;0.00;0.00;0.00
Classe;30.659.203/0001-55;APPALOOSA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1352893.67;1352893.67;1352893.62;0.05;0.00;0.00;0.00;0.00;0.00
Classe;30.659.303/0001-81;SIMOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;164329.78;164329.78;164329.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.659.408/0001-30;PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-06-30;2416724.10;2416724.10;2416724.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.687.481/0001-16;IRIDIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;1073272.65;1073272.65;1073272.65;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.791.358/0001-40;G5 SAÚDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;175451.50;175451.50;175451.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.791.451/0001-55;CRESTONE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;25090.57;25090.57;25090.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.808.102/0001-07;SAM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;630317.94;630317.94;630317.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.808.119/0001-56;SG JC III FIC FIDC NP;2025-06-30;6430.11;6430.11;6430.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.828.789/0001-34;DIPLOMATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1442559.46;1442559.46;0.00;1442559.46;0.00;0.00;0.00;0.00;0.00
Classe;30.846.602/0001-25;VÔNGOLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;207302.35;207302.35;0.00;207302.35;0.00;0.00;0.00;0.00;0.00
Classe;30.868.828/0001-27;ARC CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;19777.49;19777.49;19777.49;0.00;0.00;0.00;0.00;0.00;0.00
Classe;30.910.762/0001-96;SOLIS SPECIALE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1364473.85;1364473.85;1360033.58;4440.27;0.00;0.00;0.00;0.00;0.00
Classe;31.024.386/0001-03;GAVEA OPEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;4034387.03;4034387.03;4033478.23;908.80;0.00;0.00;0.00;0.00;0.00
Classe;31.024.416/0001-73;GII CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12553.87;12553.87;12553.87;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.030.854/0001-44;GRIF CRÉDITO PULVERIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;108226.20;108226.20;108226.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.159.172/0001-36;VALORA CAPITAL PARTNERS HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;370170.58;370170.58;370170.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.164.462/0001-78;TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;10078210.45;10078210.45;0.00;10078210.45;0.00;0.00;0.00;0.00;0.00
Classe;31.216.519/0001-35;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XP CRÉDITO MIDDLE;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.216.543/0001-74;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE INFRA;2025-06-30;5331207.61;4205934.01;4205934.01;0.00;1125273.60;0.00;0.00;1125273.60;0.00
Classe;31.216.568/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE SECURITIZAÇÃO;2025-06-30;164295.88;142934.20;142934.20;0.00;21361.68;0.00;0.00;21361.68;0.00
Classe;31.216.756/0001-04;LOGISTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;59520.41;59520.41;59520.41;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.238.162/0001-96;MINASFAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;232991.79;232991.79;0.00;232991.79;0.00;0.00;0.00;0.00;0.00
Classe;31.368.600/0001-30;DSX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;483030.40;483030.40;483030.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.739/0001-84;KATCH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;8892.99;8892.99;8892.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.761/0001-24;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGBEM;2025-06-30;69249.58;69249.58;69249.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.812/0001-18;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BIZCAPITAL EMPÍRICA PME RESPONSABILIDADE LIMITADA;2025-06-30;448308.21;448308.21;448308.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.368.832/0001-99;UNIMAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;27181.03;27181.03;27181.03;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.392.303/0001-20;BACK TO SUCCESS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;24235.57;24235.57;24235.57;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.405.473/0001-00;BDI NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;7497425.94;7497425.94;108540.94;7388885.00;0.00;0.00;0.00;0.00;0.00
Classe;31.495.065/0001-89;JP MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE  RESPONSABILIDADE LIMITADA;2025-06-30;2211866.93;2211866.93;2211866.93;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.523.738/0001-67;IMPETUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;385497.78;385497.78;385497.78;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.523.773/0001-86;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALI CRÉDITO;2025-06-30;218010.31;218010.31;218010.31;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.544.287/0001-44;DUBLIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;595991727.65;595991727.65;15467339.25;580524388.40;0.00;0.00;0.00;0.00;0.00
Classe;31.570.767/0001-80;FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE  LIMITADA;2025-06-30;586573.21;586573.21;586573.21;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.570.816/0001-84;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA II DE RESPONSABILIDADE  LIMITADA;2025-06-30;930179.10;930179.10;930179.10;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.570.850/0001-59;MITTU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;8033466.33;8033466.33;8033466.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.608.972/0001-97;GAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3936861.60;3936861.60;3936861.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.611.449/0001-10;TERA YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;70883.44;70883.44;70883.44;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.739.328/0001-58;LF FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO;2025-06-30;9957.70;9957.70;9957.70;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.739.396/0001-17;LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;408621.38;408621.38;408621.38;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.770.515/0001-02;CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;53550.63;53550.63;53550.63;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.771.948/0001-74;VLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA;2025-06-30;3060340.45;3060340.45;3059471.30;869.15;0.00;0.00;0.00;0.00;0.00
Classe;31.772.126/0001-08;IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2025-06-30;529208.55;529208.55;529208.49;0.06;0.00;0.00;0.00;0.00;0.00
Classe;31.772.157/0001-69;SERRA DO MAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;199285.38;199285.38;3963.72;195321.66;0.00;0.00;0.00;0.00;0.00
Classe;31.844.721/0001-01;PONTUAL BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMIT;2025-06-30;6751974.96;6751974.96;6751974.86;0.10;0.00;0.00;0.00;0.00;0.00
Classe;31.847.511/0001-77;EXITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;32104.54;32104.54;32104.54;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;36042.52;36042.52;36042.52;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.881.591/0001-87;3B FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO;2025-06-30;78658.50;78658.50;78658.50;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.881.619/0001-86;OPTACRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;656453.15;656453.15;655664.31;788.84;0.00;0.00;0.00;0.00;0.00
Classe;31.894.563/0001-02;BELSINOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;253644.02;253644.02;253643.96;0.06;0.00;0.00;0.00;0.00;0.00
Classe;31.894.591/0001-11;RIO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1278789.05;1278789.05;1277641.64;1147.41;0.00;0.00;0.00;0.00;0.00
Classe;31.933.790/0001-91;INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2526779.40;2526779.40;2526779.40;0.00;0.00;0.00;0.00;0.00;0.00
Classe;31.962.973/0001-35;CREDIHOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;60077.13;60077.13;60077.13;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.024.768/0001-91;GFS EXCELÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;2988419.85;2988419.85;2988419.85;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.068.046/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01;2025-06-30;241710.11;241710.11;241710.11;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.101.535/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD;2025-06-30;63798.54;63798.54;0.00;63798.54;0.00;0.00;0.00;0.00;0.00
Classe;32.113.780/0001-72;PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;605741.55;605741.55;605741.55;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.113.885/0001-21;MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-06-30;8814469.61;8814469.61;0.00;8814469.61;0.00;0.00;0.00;0.00;0.00
Classe;32.155.992/0001-12;GOLDEN BIRD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;38592.00;38592.00;38591.65;0.35;0.00;0.00;0.00;0.00;0.00
Classe;32.156.003/0001-05;ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS;2025-06-30;5883174.60;5883174.60;5883174.60;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.017/0001-29;POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP;2025-06-30;57899.09;57899.09;38407.30;19491.79;0.00;0.00;0.00;0.00;0.00
Classe;32.156.038/0001-44;SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;2653224.99;2653224.99;2653224.82;0.17;0.00;0.00;0.00;0.00;0.00
Classe;32.156.052/0001-48;RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;2228004.07;2228004.07;2228004.07;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.156.057/0001-70;HARVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;204928.67;204928.67;47103.22;157825.45;0.00;0.00;0.00;0.00;0.00
Classe;32.162.586/0001-87;GC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;342461.08;342461.08;341911.23;549.85;0.00;0.00;0.00;0.00;0.00
Classe;32.202.903/0001-41;DCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1758560.29;1758560.29;1757611.89;948.40;0.00;0.00;0.00;0.00;0.00
Classe;32.240.412/0001-95;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS ESPORTES;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.273.345/0001-05;PSS ABSOLUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;7833535.45;7833535.45;22747.38;7810788.07;0.00;0.00;0.00;0.00;0.00
Classe;32.274.238/0001-00;SAM 2 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;92879.22;92879.22;92879.22;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.315/0001-13;JAZZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS;2025-06-30;5438.58;5438.58;5438.58;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.338/0001-28;JAZZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;58278.34;58278.34;58278.34;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.365/0001-09;FCC I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;14964477.19;14964477.19;14964477.19;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.415/0001-40;DELTA ENERGIA STRATEGY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;36438.81;36438.81;36438.81;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.432/0001-87;MALMO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2025-06-30;2237638.30;2237638.30;2237638.30;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.528/0001-45;SANTA ALICE CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;186978.99;186978.99;186978.99;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.571/0001-00;V11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PRECATÓRIOS;2025-06-30;2136146.79;2136146.79;2136146.79;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.625/0001-38;WELLESLEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;685843.90;685843.90;685843.90;0.00;0.00;0.00;0.00;0.00;0.00
Classe;32.274.874/0001-23;CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS;2025-06-30;3151047.54;3151047.54;3151047.54;0.00;0.00;0.00;0.00;0.00;0.00
